objectid,altnumtype,altnum
11874,Old Accession Number,B-5224
11876,Old Accession Number,B-3785
11878,Old Accession Number,B-4226
11887,Old Accession Number,B-6342
11897,Old Accession Number,B-7295
11900,Old Accession Number,B-7294
11901,Old Accession Number,B-7294
11902,Old Accession Number,B-7294
11907,Old Accession Number,B-7291
11908,Old Accession Number,B-7291
11918,Old Accession Number,B-7292
11921,Old Accession Number,B-7269
11931,Old Accession Number,B-7446
11939,Old Accession Number,B-7446
11941,Old Accession Number,B-7446
11942,Old Accession Number,B-7446
11946,Old Accession Number,B-7446
11960,Old Accession Number,B-7817
11963,Old Accession Number,B-8036
11973,Old Accession Number,B-8243
11978,Old Accession Number,B-8243
11979,Old Accession Number,B-8243
11980,Old Accession Number,B-8243
11991,Old Accession Number,B-8243
11994,Old Accession Number,B-8243
12001,Old Accession Number,B-8243
12005,Old Accession Number,B-8243
12006,Old Accession Number,B-8243
12007,Old Accession Number,B-8243
12009,Old Accession Number,B-8243
12012,Old Accession Number,B-8243
12014,Old Accession Number,B-8243
12022,Old Accession Number,B-8276
12029,Old Accession Number,B-3505
12031,Old Accession Number,B-3505
12038,Old Accession Number,B-3504
12047,Old Accession Number,B-8361
12066,Old Accession Number,B-3871
12080,Old Accession Number,B-3422
12084,Old Accession Number,B-3422
12091,Old Accession Number,B-3775
12092,Old Accession Number,B-3775
12094,Old Accession Number,B-4221
12099,Old Accession Number,502
12111,Old Accession Number,514
12125,Old Accession Number,528
12134,Old Accession Number,537
12135,Old Accession Number,538
12138,Old Accession Number,541
12139,Old Accession Number,542
12143,Old Accession Number,711
12147,Old Accession Number,716
12150,Old Accession Number,720
12155,Old Accession Number,725
12168,Old Accession Number,A-45
12172,Old Accession Number,A-49
12174,Old Accession Number,A-51
12177,Old Accession Number,A-54
12178,Old Accession Number,A-55
12185,Old Accession Number,A-62
12186,Old Accession Number,A-63
12187,Old Accession Number,A-64
12188,Old Accession Number,A-65
12190,Old Accession Number,A-147
12197,Old Accession Number,749
12205,Old Accession Number,744
12211,Old Accession Number,I-2
12213,Old Accession Number,I-4
12219,Old Accession Number,I-10
12220,Old Accession Number,I-11
12223,Old Accession Number,I-14
12228,Old Accession Number,I-19
12229,Old Accession Number,I-20
12234,Old Accession Number,I-25
12236,Old Accession Number,I-27
12238,Old Accession Number,I-29
12239,Old Accession Number,I-30
12242,Old Accession Number,I-33
12243,Old Accession Number,I-34
12249,Old Accession Number,I-40
12252,Old Accession Number,I-43
12258,Old Accession Number,I-49
12259,Old Accession Number,I-50
12264,Old Accession Number,I-55
12268,Old Accession Number,I-59
12273,Old Accession Number,I-64
12280,Old Accession Number,I-71
12288,Old Accession Number,I-79
12295,Old Accession Number,I-86
12296,Old Accession Number,I-87
12301,Old Accession Number,I-92
12308,Old Accession Number,I-99
12310,Old Accession Number,I-101
12311,Old Accession Number,I-102
12317,Old Accession Number,I-108
12325,Old Accession Number,I-116
12326,Old Accession Number,I-117
12329,Old Accession Number,I-120
12334,Old Accession Number,I-125
12337,Old Accession Number,I-128
12339,Old Accession Number,I-130
12341,Old Accession Number,I-132
12348,Old Accession Number,I-139
12349,Old Accession Number,I-140
12353,Old Accession Number,I-144
12356,Old Accession Number,I-147
12360,Old Accession Number,I-151
12363,Old Accession Number,I-154
12364,Old Accession Number,I-155
12369,Old Accession Number,I-160
12373,Old Accession Number,I-164
12374,Old Accession Number,I-165
12376,Old Accession Number,I-167
12381,Old Accession Number,I-172
12382,Old Accession Number,I-173
12393,Old Accession Number,I-184
12397,Old Accession Number,I-188
12400,Old Accession Number,I-191
12403,Old Accession Number,I-194
12405,Old Accession Number,I-196
12407,Old Accession Number,I-198
12417,Old Accession Number,I-208
12418,Old Accession Number,I-209
12421,Old Accession Number,I-212
12427,Old Accession Number,I-218
12432,Old Accession Number,I-223
12434,Old Accession Number,I-225
12435,Old Accession Number,I-226
12437,Old Accession Number,I-228
12439,Old Accession Number,I-230
12442,Old Accession Number,I-233
12445,Old Accession Number,I-236
12447,Old Accession Number,I-238
12448,Old Accession Number,I-239
12449,Old Accession Number,I-240
12456,Old Accession Number,I-247
12457,Old Accession Number,I-248
12460,Old Accession Number,I-251
12469,Old Accession Number,I-260
12472,Old Accession Number,I-263
12476,Old Accession Number,I-267
12479,Old Accession Number,I-270
12485,Old Accession Number,I-2760
12488,Old Accession Number,I-279
12490,Old Accession Number,I-281
12494,Old Accession Number,I-285
12495,Old Accession Number,I-286
12498,Old Accession Number,I-289
12499,Old Accession Number,I-290
12500,Old Accession Number,I-291
12502,Old Accession Number,I-293
12503,Old Accession Number,I-294
12504,Old Accession Number,I-295
12508,Old Accession Number,I-299
12509,Old Accession Number,I-300
12520,Old Accession Number,I-311
12527,Old Accession Number,I-318
12532,Old Accession Number,I-323
12539,Old Accession Number,I-330
12541,Old Accession Number,I-332
12545,Old Accession Number,I-336
12547,Old Accession Number,I-338
12548,Old Accession Number,I-339
12553,Old Accession Number,I-344
12556,Old Accession Number,I-347
12560,Old Accession Number,I-351
12577,Old Accession Number,I-368
12587,Old Accession Number,I-378
12605,Old Accession Number,I-396
12631,Old Accession Number,I-422
12633,Old Accession Number,I-424
12644,Old Accession Number,I-435
12646,Old Accession Number,I-437
12649,Old Accession Number,I-440
12650,Old Accession Number,I-441
12651,Old Accession Number,I-442
12656,Old Accession Number,I-447
12657,Old Accession Number,I-448
12659,Old Accession Number,I-450
12661,Old Accession Number,I-452
12662,Old Accession Number,I-453
12664,Old Accession Number,I-455
12665,Old Accession Number,I-456
12676,Old Accession Number,I-467
12683,Old Accession Number,I-474
12688,Old Accession Number,I-479
12691,Old Accession Number,I-482
12699,Old Accession Number,I-490
12701,Old Accession Number,I-492
12703,Old Accession Number,I-494
12710,Old Accession Number,I-501
12713,Old Accession Number,I-504
12714,Old Accession Number,I-505
12720,Old Accession Number,I-511
12727,Old Accession Number,I-518
12732,Old Accession Number,I-523
12738,Old Accession Number,I-529
12745,Old Accession Number,I-536
12753,Old Accession Number,I-544
12762,Old Accession Number,I-553
12763,Old Accession Number,I-554
12764,Old Accession Number,I-555
12770,Old Accession Number,I-561
12772,Old Accession Number,I-563
12777,Old Accession Number,I-568
12779,Old Accession Number,I-570
12782,Old Accession Number,I-573
12789,Old Accession Number,I-580
12793,Old Accession Number,I-584
12795,Old Accession Number,I-586
12796,Old Accession Number,I-587
12797,Old Accession Number,I-588
12800,Old Accession Number,I-591
12805,Old Accession Number,I-596
12806,Old Accession Number,I-597
12808,Old Accession Number,I-599
12814,Old Accession Number,I-605
12816,Old Accession Number,I-607
12818,Old Accession Number,I-609
12819,Old Accession Number,I-10610
12830,Old Accession Number,I-621
12831,Old Accession Number,I-622
12832,Old Accession Number,I-623
12834,Old Accession Number,I-625
12835,Old Accession Number,I-626
12838,Old Accession Number,I-629
12844,Old Accession Number,I-635
12851,Old Accession Number,I-642
12852,Old Accession Number,I-643
12854,Old Accession Number,I-645
12857,Old Accession Number,I-648
12858,Old Accession Number,I-649
12869,Old Accession Number,I-660
12870,Old Accession Number,I-661
12874,Old Accession Number,I-665
12881,Old Accession Number,I-672
12886,Old Accession Number,I-677
12889,Old Accession Number,I-680
12891,Old Accession Number,I-682
12911,Old Accession Number,I-702
12913,Old Accession Number,I-704
12921,Old Accession Number,I-712
12925,Old Accession Number,I-716
12927,Old Accession Number,I-718
12941,Old Accession Number,I-732
12942,Old Accession Number,I-733
12943,Old Accession Number,I-734
12946,Old Accession Number,I-737
12948,Old Accession Number,I-739
12949,Old Accession Number,I-740
12950,Old Accession Number,I-741
12951,Old Accession Number,I-742
12952,Old Accession Number,I-743
12965,Old Accession Number,I-756
12971,Old Accession Number,I-762
12979,Old Accession Number,I-770
12982,Old Accession Number,I-773
12989,Old Accession Number,I-780
12992,Old Accession Number,I-783
12994,Old Accession Number,I-785
12996,Old Accession Number,I-787
12997,Old Accession Number,I-788
12998,Old Accession Number,I-789
13001,Old Accession Number,I-792
13003,Old Accession Number,I-794
13004,Old Accession Number,I-795
13006,Old Accession Number,I-797
13010,Old Accession Number,I-801
13020,Old Accession Number,I-811
13024,Old Accession Number,I-815
13025,Old Accession Number,I-816
13026,Old Accession Number,I-817
13033,Old Accession Number,I-824
13034,Old Accession Number,I-825
13035,Old Accession Number,I-826
13036,Old Accession Number,I-827
13038,Old Accession Number,I-829
13039,Old Accession Number,I-830
13048,Old Accession Number,I-839
13050,Old Accession Number,I-841
13053,Old Accession Number,I-844
13056,Old Accession Number,I-847
13058,Old Accession Number,I-849
13060,Old Accession Number,I-851
13062,Old Accession Number,I-853
13066,Old Accession Number,I-857
13067,Old Accession Number,I-858
13069,Old Accession Number,I-860
13073,Old Accession Number,I-864
13074,Old Accession Number,I-865
13075,Old Accession Number,I-866
13081,Old Accession Number,I-872
13084,Old Accession Number,I-875
13085,Old Accession Number,I-876
13087,Old Accession Number,I-878
13088,Old Accession Number,I-879
13090,Old Accession Number,I-881
13092,Old Accession Number,I-883
13100,Old Accession Number,I-891
13102,Old Accession Number,I-893
13106,Old Accession Number,I-897
13107,Old Accession Number,I-898
13116,Old Accession Number,I-907
13119,Old Accession Number,I-910
13123,Old Accession Number,I-914
13124,Old Accession Number,I-915
13128,Old Accession Number,I-919
13137,Old Accession Number,I-928
13138,Old Accession Number,I-929
13142,Old Accession Number,I-933
13144,Old Accession Number,I-935
13146,Old Accession Number,I-937
13147,Old Accession Number,I-938
13148,Old Accession Number,I-939
13151,Old Accession Number,I-942
13156,Old Accession Number,I-947
13159,Old Accession Number,I-950
13165,Old Accession Number,I-956
13168,Old Accession Number,I-950
13173,Old Accession Number,I-964
13175,Old Accession Number,I-966
13178,Old Accession Number,I-969
13193,Old Accession Number,I-984
13197,Old Accession Number,I-988
13198,Old Accession Number,I-989
13201,Old Accession Number,I-992
13202,Old Accession Number,I-993
13204,Old Accession Number,I-995
13207,Old Accession Number,I-998
13210,Old Accession Number,I-1001
13211,Old Accession Number,I-1002
13225,Old Accession Number,I-1016
13228,Old Accession Number,I-1019
13235,Old Accession Number,I-1026
13237,Old Accession Number,I-1028
13238,Old Accession Number,I-1029
13239,Old Accession Number,I-1030
13247,Old Accession Number,I-1038
13255,Old Accession Number,I-1046
13257,Old Accession Number,I-1048
13263,Old Accession Number,I-1054
13266,Old Accession Number,I-1057
13270,Old Accession Number,I-1061
13271,Old Accession Number,I-1062
13272,Old Accession Number,I-1063
13275,Old Accession Number,I-1066
13276,Old Accession Number,I-1067
13277,Old Accession Number,I-1068
13284,Old Accession Number,I-1075
13292,Old Accession Number,I-1083
13294,Old Accession Number,I-1085
13300,Old Accession Number,I-1091
13302,Old Accession Number,I-1093
13305,Old Accession Number,I-1096
13310,Old Accession Number,I-1101
13312,Old Accession Number,I-1103
13313,Old Accession Number,I-1104
13316,Old Accession Number,I-1107
13317,Old Accession Number,I-1108
13327,Old Accession Number,I-1118
13328,Old Accession Number,I-1119
13331,Old Accession Number,I-1122
13333,Old Accession Number,I-1124
13338,Old Accession Number,I-1129
13341,Old Accession Number,I-1132
13349,Old Accession Number,I-1140
13351,Old Accession Number,I-1142
13354,Old Accession Number,I-1145
13360,Old Accession Number,I-1151
13364,Old Accession Number,I-1155
13366,Old Accession Number,I-1157
13367,Old Accession Number,I-1158
13373,Old Accession Number,I-1164
13379,Old Accession Number,I-1170
13381,Old Accession Number,I-1172
13385,Old Accession Number,I-1176
13388,Old Accession Number,I-1179
13390,Old Accession Number,I-1181
13391,Old Accession Number,I-1182
13392,Old Accession Number,I-1183
13400,Old Accession Number,I-1191
13403,Old Accession Number,I-1194
13405,Old Accession Number,I-1196
13406,Old Accession Number,I-1197
13414,Old Accession Number,I-1205
13420,Old Accession Number,I-1211
13421,Old Accession Number,I-1212
13422,Old Accession Number,I-1213
13426,Old Accession Number,I-1217
13435,Old Accession Number,I-1226
13436,Old Accession Number,I-1227
13439,Old Accession Number,I-1230
13445,Old Accession Number,I-1236
13447,Old Accession Number,I-1238
13449,Old Accession Number,I-1240
13461,Old Accession Number,I-1252
13468,Old Accession Number,I-1259
13469,Old Accession Number,I-1260
13470,Old Accession Number,I-1261
13473,Old Accession Number,I-1264
13477,Old Accession Number,I-1268
13478,Old Accession Number,I-1269
13486,Old Accession Number,I-1277
13491,Old Accession Number,I-1282
13494,Old Accession Number,I-1285
13496,Old Accession Number,I-1287
13498,Old Accession Number,I-1289
13500,Old Accession Number,I-1291
13502,Old Accession Number,I-1293
13510,Old Accession Number,I-1301
13514,Old Accession Number,I-1305
13515,Old Accession Number,I-1306
13517,Old Accession Number,I-1308
13522,Old Accession Number,I-1313
13523,Old Accession Number,I-1314
13526,Old Accession Number,I-1317
13529,Old Accession Number,I-1320
13530,Old Accession Number,I-1321
13531,Old Accession Number,I-1322
13537,Old Accession Number,I-1328
13538,Old Accession Number,I-1329
13540,Old Accession Number,I-1331
13542,Old Accession Number,I-1333
13543,Old Accession Number,I-1334
13547,Old Accession Number,I-1338
13549,Old Accession Number,I-1340
13574,Old Accession Number,I-1365
13575,Old Accession Number,I-1366
13577,Old Accession Number,I-1368
13579,Old Accession Number,I-1370
13586,Old Accession Number,I-1377
13588,Old Accession Number,I-1379
13589,Old Accession Number,I-1380
13592,Old Accession Number,I-1383
13593,Old Accession Number,I-1384
13599,Old Accession Number,I-1390
13605,Old Accession Number,I-1396
13607,Old Accession Number,I-1398
13609,Old Accession Number,I-1400
13610,Old Accession Number,I-1401
13619,Old Accession Number,I-1410
13620,Old Accession Number,I-1411
13621,Old Accession Number,I-1412
13622,Old Accession Number,I-1413
13626,Old Accession Number,I-1417
13628,Old Accession Number,I-1419
13629,Old Accession Number,I-1420
13635,Old Accession Number,I-1426
13637,Old Accession Number,I-1428
13638,Old Accession Number,I-1429
13645,Old Accession Number,I-1436
13648,Old Accession Number,I-1439
13650,Old Accession Number,I-1441
13654,Old Accession Number,I-1445
13655,Old Accession Number,I-1446
13659,Old Accession Number,I-1450
13670,Old Accession Number,I-1461
13671,Old Accession Number,I-1462
13672,Old Accession Number,I-1463
13674,Old Accession Number,I-1465
13679,Old Accession Number,I-1470
13681,Old Accession Number,I-1472
